Gene name,Chromosome/scaffold name,Gene start (bp)
RP11-75L1.1,12,9856673
RP11-75L1.6,12,9969946
RP11-290C10.1,12,10019626
C6orf205,HSCHR6_MHC_MCF,31030034
GAST,17,39868578
OGFRL1,6,71998506
CKS2,9,91926113
DGAT2L6,X,69397333
NUDCD1,8,110253148
ANKRD6,6,90142889
TRAF6,11,36508577
CR759772.2,HSCHR6_MHC_MCF,31039435
AWAT1,X,69454505
PAX4,7,127250346
CMC1,3,28283075
C6orf15,HSCHR6_MHC_MCF,31157528
DHX29,5,54552073
TMEM39B,1,32537632
PSORS1C1,HSCHR6_MHC_MCF,31161055
ATP6V0A2,12,124196865
IMP3,15,75931426
RAG1,11,36532259
C2CD3,11,73723763
RPL31,2,101618177
ADCY1,7,45613739
CDSN,HSCHR6_MHC_MCF,31161395
SNX33,15,75940247
SNN,16,11762270
SLC10A6,4,87744621
RBM44,2,238707032
PSORS1C2,HSCHR6_MHC_MCF,31183859
HAP1,17,39873994
RAG2,11,36597124
MAN2B2,4,6576902
FAM19A2,12,62102040
CKB,14,103985996
AKAP9,7,91570181
AHCTF1,1,247002400
CSPG4,15,75966663
C4orf36,4,87797358
SECISBP2,9,91933421
CES1,16,55836763
AC105020.1,15,75970672
TAF1C,16,84211458
TXNDC11,16,11772936
AC091814.2,12,10089178
ODF3L1,15,76016318
RAMP1,2,238767536
PTGES3L,17,41120105
AZI2,3,28356494
AP000758.1,11,120329880
AC019294.1,15,76030311
P2RY4,X,69478016
EGFL8,6,32132360
KLK2,19,51364824
CDC7,1,91966408
CD8A,2,87011729
IMP4,2,131099798
KRT73,12,53001354
CCDC69,5,150560613
SELT,3,150320662
LEPREL4,17,39958199
ARR3,X,69488155
ENY2,8,110346553
GRIK4,11,120382468
MXD3,5,176728462
RP11-385D13.1,17,15474805
TEX19,17,80317123
OCIAD1,4,48807229
UBE2Q2,15,76135622
UTS2R,17,80332153
SSR1,6,7268539
SYCE2,19,13009600
ASIC4,2,220378892
TRIB2,2,12857015
CCHCR1,HSCHR6_MHC_MCF,31188755
CLDN1,3,190023490
CDKL4,2,39402787
SND1,7,127292234
C14orf164,14,23654525
ESCO2,8,27629466
KIF9,3,47269516
ZNF670,1,247108849
GM2A,5,150591711
C11orf74,11,36616051
ZC3H7A,16,11844442
HEATR6,17,58120555
DYNLRB1,20,33104214
ZNF695,1,247108849
AFF1,4,87856154
C6orf136,6,30614816
CHPF,2,220403669
MRFAP1,4,6641818
AC005481.5,7,157406715
TGFBR3,1,92145902
MAP1LC3A,20,33134658
PIK3CD,1,9711790
LRRC4C,11,40135753
AC093323.1,4,6693782
ZCWPW2,3,28390637
SCN2A,2,166095912
S100P,4,6694796
KRT2,12,53038342
KPNA6,1,32573639
AKR1C1,10,4934796
FARSA,19,13033293
MRFAP1L1,4,6709428
ZNF669,1,247263264
GLT8D2,12,104382762
SLC36A3,5,150656323
BLOC1S4,4,6717842
COL11A2,HSCHR6_MHC_MANN,33284377
GPR101,X,136112307
CAPNS1,19,36630477
ZIC3,X,136648301
C1orf229,1,247273462
RAB9B,X,103077252
KIAA0232,4,6783102
ITIH3,3,52828784
HOMEZ,14,23741666
ZNF124,1,247285277
TMSB15B,X,103173479
ATP5L2,22,43035809
AC096582.1,7,45902684
AP002348.1,11,120382511
FBXO22,15,76196200
CALR,19,13049392
A4GALT,22,43088127
SEMA4D,9,91975702
SKIV2L2,5,54603588
RAB41,X,69501943
ANKHD1,5,139781399
NKAIN3,8,63161150
COX7A1,19,36641824
C14orf159,14,91526677
ZNF496,1,247460714
TRIM16,17,15531274
H2BFWT,X,103265719
UBE2F,2,238875469
API5,11,43333513
OGFOD3,17,80347099
TMEM198,2,220408385
TBCEL,11,120894781
PKHD1L1,8,110374706
RSL1D1,16,11929056
H2BFM,X,103268269
CLDN16,3,190040330
PBK,8,27667137
ZNF565,19,36673188
IGFBP1,7,45927956
DNAH10,12,124247042
GGH,8,63927638
ZNF146,19,36705504
PPME1,11,73882144
ARFGAP3,22,43192508
SLC36A2,5,150694539
PIGU,20,33148346
GADD45G,9,92219928
ZFP14,19,36827162
TXLNA,1,32645287
SLC25A53,X,103343898
RUNDC1,17,41132582
CES5A,16,55880066
KRT1,12,53068520
ZCCHC18,X,103356822
ZFP82,19,36874022
RBMS3,3,29322473
AC037199.1,19,51377552
NCAPG2,7,158424003
DIRAS2,9,93372114
NLRP3,1,247579458
TRMT61A,14,103995521
C1orf200,1,9712668
AC126327.6,HG75_PATCH,34756462
C19orf24,19,1275026
FAM199X,X,103411301
TMEM207,3,190146444
KLK4,19,51409608
PTPRO,12,15475331
ZNHIT3,HG75_PATCH,34814005
SLC25A3,12,98987369
TBC1D14,4,6910969
KRT77,12,53083410
FGF13,X,137713735
TTPA,8,63961112
PRELID1,5,176730775
ZNF566,19,36936021
TECTA,11,120971882
CAMK2G,10,75572259
KLHDC1,14,50159823
NCOA6,20,33284722
AGPAT1,6,32135989
OR2B11,1,247614255
BAG5,14,104022881
FOXN2,2,48541776
MYO19,HG75_PATCH,34823008
GJA1,6,121756838
BRDT,1,92414928
SYK,9,93564069
PDZD11,X,69506445
KLK5,19,51446559
KRT76,12,53161939
YTHDF3,8,64081112
CLSTN1,1,9789084
CCDC28B,1,32665987
CD8B,2,87042462
MUM1,19,1285890
PPP1R3E,14,23764852
ADAD2,16,84224744
RAD23A,19,13056669
GCSAML,1,247670360
KLHL8,4,88081255
HSF2,6,122720691
PIGW,HG75_PATCH,34862388
AC005477.1,14,72456191
VGF,7,100805790
PACSIN2,22,43231418
ESX1,X,103494719
GGNBP2,HG75_PATCH,34872292
NAT16,7,100813774
IQCC,1,32671236
BCL2L2,14,23767999
FAM84A,2,14772810
AC111200.1,2,87089023
KLK6,19,51461887
OR2C3,1,247693434
DPF3,14,73086004
MED31,17,6546635
NRG4,15,76228310
CT867976.3,GL000230.1,19097
OR2G2,1,247751662
CT867976.5,GL000230.1,33748
KLHDC2,14,50234326
CT867976.2,GL000230.1,33986
ZNF260,19,37001597
CT867976.4,GL000230.1,37003
CT867976.1,GL000230.1,40401
OR2G3,1,247768856
OCIAD2,4,48887036
AUH,9,93976097
OR13G1,1,247835320
ATP6V1G2,HSCHR6_MHC_SSTO,31502186
BCL2L2-PABPN1,14,23776044
CSRNP3,2,166326157
OR6F1,1,247875045
OR14A2,1,247886401
SC5D,11,121163162
KCNG4,16,84255823
OBSL1,2,220415451
OR14K1,1,247901917
KIF4A,X,69509879
F9,X,138612917
LMAN2,5,176758563
OR1C1,1,247920676
MOGAT3,7,100838288
C2,HSCHR6_MHC_DBB,31847749
OR14A16,1,247978102
WFDC1,16,84328252
GNAO1,16,56225302
CR759815.1,HSCHR6_MHC_MCF,31197072
OR11L1,1,248004199
NFIL3,9,94171327
NFKBIL1,HSCHR6_MHC_SSTO,31504594
EPHX4,1,92495539
C17orf97,17,260118
TRIM58,1,248020501
TCF19,HSCHR6_MHC_MCF,31204889
PABPN1,14,23790498
DCDC2B,1,32674695
C17orf100,17,6554971
RGPD1,2,87135076
TP53INP2,20,33292094
FAM101B,17,289769
IL1RAPL2,X,103810996
ZNF529,19,37025676
GSPT1,16,11961985
OR2W3,1,248031277
P4HA3,11,73946846
TTC17,11,43380482
OR2T8,1,248084320
GADD45GIP1,19,13064972
ROR2,9,94325373
OR2AJ1,1,248097071
BTBD8,1,92545862
DAND5,19,13075973
MXI1,10,111967363
OR2L13,1,248100493
BHLHE22,8,65492814
TWIST1,7,19060614
EBAG9,8,110551940
SERINC1,6,122764499
OR2L8,1,248112160
USP15,12,62654119
OR2AK2,1,248128535
CYP7B1,8,65500320
FERD3L,7,19184405
GGT7,20,33432523
OR2L5,1,248185250
OR2L2,1,248201474
TMEM234,1,32680073
OR2L3,1,248223984
SEPT9,17,75276651
IGFBP3,7,45951949
OR2M5,1,248308450
EFNA2,19,1286153
SLC13A5,17,6588032
POU5F1,HSCHR6_MHC_MCF,31205745
AMFR,16,56395364
OR2M2,1,248343288
OR2M3,1,248366332
TGFBR2,3,30647994
OR2M4,1,248402231
HSD17B13,4,88224941
RP11-166B2.1,16,12021230
KIAA1107,1,92632542
SPTLC1,9,94794281
OR2T33,1,248436073
PKIB,6,122793076
OR2T12,1,248457918
OR2M7,1,248486894
CTNNBIP1,1,9908334
ARMC1,8,66514694
MCM10,10,13203554
OR14C36,1,248512077
SLC36A1,5,150816607
AC091814.3,12,10100736
RP11-133L14.5,12,10167839
OR2T4,1,248524883
ATP2C2,16,84402133
RP11-133L14.2,12,10193447
OR2T6,1,248550910
RN7SKP161,12,10236785
KLK7,19,51479729
HNRNPABP1,12,10264337
DHRS11,HG75_PATCH,34919858
RP11-656E20.5,12,10366760
C1orf146,1,92683497
OR2T1,1,248569296
OR2T7,1,248604508
OR2T2,1,248616077
TWISTNB,7,19735085
MRM1,HG75_PATCH,34929530
MYPN,10,69865912
OR2T3,1,248636627
C15orf27,15,76352178
OR2T5,1,248651885
AL049829.1,14,23790839
CH17-260O16.1,HG75_PATCH,34561825
SCARA5,8,27727399
CH17-235K9.4,HG75_PATCH,34569075
OR2G6,1,248684916
PRKCA,17,64298754
PGM2L1,11,74041363
OR2T29,1,248721784
OR2T34,1,248737022
RGS14,5,176784838
OR2T10,1,248756052
KLHL18,3,47324407
HEXDC,17,80376194
AC011897.1,2,14775215
OR2T11,1,248789420
LTA,HSCHR6_MHC_SSTO,31529774
OR2T35,1,248801588
LYRM2,6,90277863
NDUFS7,19,1383526
TEX13A,X,104463611
OR2T27,1,248813232
HSD17B12,11,43577986
OR14I1,1,248844628
CCDC96,4,7042579
LYPD8,1,248902716
KLC1,14,104028233
KCNE3,11,74165886
SLC22A17,14,23815515
RP11-277P12.10,12,10485460
CH17-260O16.2,HG75_PATCH,34601602
RP11-277P12.9,12,10511063
VPS53,17,411908
TADA2B,4,7043626
RP11-277P12.20,12,10516368
Y_RNA,HG75_PATCH,34612688
SLC25A39P2,12,10703865
SH3BP5L,1,249104648
PLOD3,7,100849258
RP11-291B21.2,12,10705962
CH17-260O16.3,HG75_PATCH,34624739
NFIX,19,13106422
U6,HG75_PATCH,34732197
UBE2F-SCLY,2,238875656
GRPEL1,4,7060633
CTB-91J4.1,HG75_PATCH,34777516
CA4,17,58227297
CWH43,4,48988264
KLRAP1,12,10741077
5S_rRNA,HG75_PATCH,34818569
CTB-75G16.1,HG75_PATCH,34901830
TNF,HSCHR6_MHC_SSTO,31533287
LZIC,1,9982173
GLMN,1,92711959
ZNF672,1,249132409
FAT2,5,150883654
SORL1,11,121322912
TNFRSF17,16,12058964
ZNF382,19,37095719
LTB,HSCHR6_MHC_SSTO,31538275
SORCS2,4,7194265
KLK8,19,51499263
SNORA18,HSCHR5_3_CTG1,29079491
RP11-42L13.2,HSCHR5_3_CTG1,29113866
AC007216.2,16,12062000
CTD-2118P12.1,HSCHR5_3_CTG1,29152548
PTPN23,3,47422501
TMEM196,7,19758933
FASTKD3,5,7859272
GALNT3,2,166604101
TTLL1,22,43435522
ETFA,15,76507696
LIPT2,11,74202757
ZNF461,19,37128094
SNX29,16,12070594
NUDT21,16,56463045
NRK,X,105066536
IARS,9,94972489
RP13-81N3.2,12,10902833
NUGGC,8,27879481
CPOX,3,98239976
USP32,17,58256455
MACC1,7,20174278
SCLY,2,238969530
PTPN18,2,131113580
RNF5,6,32146131
RXRB,HSCHR6_MHC_MANN,33315284
LYL1,19,13209847
GPR15,3,98250743
POLD3,11,74204896
RP11-276H1.3,16,12180603
ALKBH3,11,43902361
TBC1D8,2,101624079
BIK,22,43506754
CPPED1,16,12756919
ZNF567,19,37178514
SMNDC1,10,112050488
GADL1,3,30767692
AC011294.3,7,46713383
RPAP2,1,92764522
MCAT,22,43528212
ZNF692,1,249144205
GAMT,19,1397091
OGFOD1,16,56485402
MCF2,X,138663929
MTFR1,8,66556969
HSPE1P12,12,10922904
RP11-144O23.8,12,10983673
TAS2R12,12,11047542
KLK9,19,51499274
NBAS,2,15307032
TAS2R15,12,11117024
TAS2R63P,12,11200931
TAS2R64P,12,11229368
TSPO,22,43547520
TLDC1,16,84511681
ANKDD1B,5,74907284
FABP7,6,123100620
NMNAT1,1,10003486
PLGLB1,2,87229682
SHISA9,16,12995477
EIF3I,1,32687529
KLK9,19,51503806
CACNG5,17,64831235
ITGB8,7,20370325
RP11-673D15.7,12,11249778
TAS2R18,12,11311384
CCDC14,3,123616152
RNU6-676P,12,11315699
RP11-785H5.2,12,11318689
ST3GAL6,3,98451080
RP11-785H5.1,12,11323963
TAS2R67P,12,11332272
ATOH7,10,69990386
RBP7,1,10057264
ZNF850,19,37205285
SLC34A1,5,176806236
DHX16,6,30620896
KLK10,19,51515995
CTD-2162K18.4,19,37264055
GFI1,1,92940319
TTLL12,22,43562628
ELP3,8,27947190
DCAF4,14,73393040
MDN1,6,90352218
LST1,HSCHR6_MHC_SSTO,31543845
TTC21B,2,166713985
SEMA5A,5,9035138
EFS,14,23825611
DAZAP1,19,1407568
ZNF790,19,37308330
PBLD,10,70042417
FAM167B,1,32712834
CR759815.2,HSCHR6_MHC_MCF,31216884
COTL1,16,84599200
TRMT1,19,13215716
SMPDL3A,6,123110315
PGBD2,1,249200395
KLK11,19,51525472
ACSS2,20,33459949
ADAM15,1,155023042
DDX11L1,1,11869
RP11-144O23.20,12,11348987
RP11-711K1.8,12,11365126
CLVS2,6,123317116
CACNG4,17,64961026
KRT3,12,53183469
STT3B,3,31574130
TNS3,7,47314752
ZNF345,19,37341263
RP11-711K1.7,12,11552315
DBX2,12,45408455
HLA-C,HSCHR6_MHC_MCF,31313666
PFN3,5,176827108
CCDC92,12,124403207
EVI5,1,92974253
UBE4B,1,10092890
WASH7P,1,14363
DCUN1D4,4,52709166
PPAP2A,5,54720682
ERCC4,16,14014014
SLC39A7,HSCHR6_MHC_MANN,33322141
LCK,1,32716840
KRT4,12,53200333
C11orf96,11,43946892
KLHL36,16,84682131
IGKV3OR2-268,2,87565634
PSAPL1,4,7432022
PLGLB2,2,88047606
ACCSL,11,44069531
MIR1302-10,1,29554
IL1RAP,3,190231840
FAM194A,3,150377672
LRRC4,7,127667124
ZNF829,19,37379026
FAM138A,1,34554
TRDN,6,123537483
HSD17B8,HSCHR6_MHC_MANN,33326338
SCUBE1,22,43593289
OR4G4P,1,52473
OR4G11P,1,62948
LEP,7,127881337
RP11-34P13.7,1,89295
AGER,6,32148745
INHA,2,220433884
RPL5,1,93297582
BBS2,16,56500748
RP11-34P13.8,1,89551
CICP27,1,131025
AFAP1,4,7760441
CAGE1,6,7326889
ANO6,12,45609770
RP11-34P13.15,1,135141
RP11-34P13.16,1,137682
RP11-34P13.14,1,139790
RING1,HSCHR6_MHC_MANN,33330195
RP11-34P13.13,1,141474
AC090616.2,17,30468245
BLID,11,121986062
RNU6-1100P,1,157784
RP11-34P13.9,1,160446
ACCS,11,44087475
ABCB5,7,20654830
SERPINA7,X,105277197
AP006222.2,1,227615
BX248519.1,HSCHR6_MHC_SSTO,31545597
RGPD2,2,88055474
AP006222.1,1,228292
UBASH3B,11,122526383
RBM28,7,127937738
AC097381.1,4,7940728
RP4-669L17.10,1,317720
MUM1L1,X,105412298
ISL2,15,76629065
ITIH4,3,52846991
NCR3,HSCHR6_MHC_SSTO,31546616
FAM69A,1,93307724
MKL2,16,14165178
USP10,16,84733584
RP4-669L17.8,1,326096
CICP7,1,329431
RP4-669L17.4,1,334126
WBP1LP7,1,379105
AL732372.1,1,450820
AC005544.1,17,65027509
RP4-669L17.2,1,453633
CACNG1,17,65040706
RP5-857K21.15,1,459656
STK11IP,2,220462582
HLA-B,HSCHR6_MHC_MCF,31398032
RP4-669L17.1,1,470971
SLC38A9,5,54921673
HIGD1AP8,12,11634317
RP5-857K21.1,1,521369
NACC1,19,13228917
RP11-434C1.3,12,11665657
RP5-857K21.2,1,523009
RP11-434C1.2,12,11694329
F12,5,176829141
RP5-857K21.3,1,529833
IL25,14,23842018
CHRDL2,11,74407474
CR547129.1,HSCHR6_MHC_MANN,33355728
RP5-857K21.4,1,536816
CXorf57,X,105855160
KLK12,19,51532348
RP5-857K21.5,1,562757
VPS52,HSCHR6_MHC_MANN,33371956
MTND1P23,1,564442
MTND2P28,1,565020
hsa-mir-6723,1,566454
RP5-857K21.7,1,568137
MTATP8P1,1,568915
MTATP6P1,1,569076
HDAC1,1,32757687
AL662890.14,HSCHR6_MHC_MANN,28743697
RP5-857K21.11,1,569756
NOL5BP,HSCHR6_MHC_MANN,28751414
WBP1LP6,1,610222
AL662890.11,HSCHR6_MHC_MANN,28763753
CICP3,1,657472
HNRNPH3,10,70090931
XXbac-BPG308K3.5,HSCHR6_MHC_MANN,28805650
RP11-206L10.1,1,661611
XXbac-BPG308K3.6,HSCHR6_MHC_MANN,28827406
RP11-206L10.3,1,677193
RPL13P,HSCHR6_MHC_MANN,28829197
RNU6-1199P,1,693613
RP11-206L10.5,1,694412
STX10,19,13254872
CMTM5,14,23846017
U6,HSCHR6_MHC_MANN,28883427
RP11-206L10.4,1,696291
KRT18P1,HSCHR6_MHC_MANN,28936915
RP11-206L10.2,1,700237
Metazoa_SRP,HSCHR6_MHC_MANN,28945258
HCG15,HSCHR6_MHC_MANN,28953985
BX511262.2,HSCHR6_MHC_SSTO,31551176
HCG16,HSCHR6_MHC_MANN,28954582
ESPNL,2,239008798
ZNF286A,17,15602891
RP11-206L10.9,1,714150
XAF1,17,6658766
KLK13,19,51559463
SYBU,8,110586207
RNF169,11,74459913
HELZ,17,65066554
AIF1,HSCHR6_MHC_SSTO,31572910
RP11-206L10.8,1,736259
MT4,16,56598961
DNAH10OS,12,124410971
RPS15,19,1438358
RP11-206L10.10,1,745489
FAM87B,1,752751
LINC00115,1,761586
IER2,19,13261229
NOL8,9,95059640
CRTAM,11,122709208
SCAPER,15,76640526
ZNF568,19,37407231
LINC01128,1,762988
MTF2,1,93544792
MT3,16,56622986
SPARC,5,151040657
NEMF,14,50249997
ZNF664,12,124456392
PDE7A,8,66629745
OR2AD1P,HSCHR6_MHC_MANN,28994461
FAM41C,1,803451
OR2P1P,HSCHR6_MHC_MANN,29039604
AC027307.3,19,1440838
KRT79,12,53215194
POC5,5,74969949
SAR1P1,HSCHR6_MHC_MANN,29044353
TUBB8P11,1,808672
OSBPL10,3,31699382
OR2J1,HSCHR6_MHC_MANN,29068731
RP11-54O7.16,1,840214
RP11-54O7.1,1,846815
XXbac-BCX196D17.5,HSCHR6_MHC_MANN,29091992
RP11-54O7.2,1,849551
MPPED1,22,43807202
RP11-54O7.3,1,852245
C11orf63,11,122753391
RP11-54O7.17,1,931346
ZNHIT1,7,100860949
RP11-54O7.10,1,943456
RP11-54O7.11,1,947377
RP11-54O7.14,1,990413
KRT78,12,53231588
ARHGAP19,10,98978996
C17orf64,17,58469790
AC007450.1,12,11694857
RP11-465B22.3,1,995114
RNU7-60P,12,11699413
RP11-434C1.1,12,11700964
RIMS1,6,72596406
GRK6,5,176830205
EPS8,12,15773092
ZNF420,19,37498759
BSX,11,122848278
RP11-267J23.4,12,12264097
RP11-267J23.1,12,12308196
EXT2,11,44117099
RNU6-545P,12,12379608
XRRA1,11,74518784
RP11-757G14.3,12,12401925
ATOX1,5,151121877
RNU6-1295P,12,12442161
RP11-54O7.18,1,997588
RP11-757G14.1,12,12491710
CLDN15,7,100875373
RP11-465B22.5,1,1072397
RP11-253I19.4,12,12605037
MIR200B,1,1102484
RP11-253I19.3,12,12638287
MIR200A,1,1103243
RP11-158N24.1,12,12721135
MIR429,1,1104385
APPBP2,17,58520520
RP11-465B22.8,1,1104737
TTLL10-AS1,1,1108436
CTC-454I21.3,19,37583921
RP5-902P8.12,1,1185157
RP5-902P8.10,1,1210603
CNOT11,2,101869264
RP5-890O3.9,1,1252961
RP5-890O3.3,1,1314046
APC2,19,1446300
RN7SL657P,1,1340841
HCFC2,12,104458235
RP4-758J18.13,1,1344476
RP4-758J18.7,1,1355625
RP4-758J18.10,1,1365919
LRRC66,4,52859868
RP11-180M15.5,12,12767293
AL645728.2,1,1497726
U6,HSCHR10_1_CTG2,27604049
AL645728.3,1,1515136
RP11-180M15.3,12,12821916
U6,HSCHR10_1_CTG2,27671730
KRCC1,2,88326724
RP11-180M15.4,12,12876231
RP11-345P4.9,1,1549138
MIR613,12,12917583
RP11-345P4.10,1,1590786
RP11-59H1.4,12,12924285
HSD17B11,4,88257762
RP11-59H1.1,12,12993738
RP11-345P4.7,1,1603429
RP11-392P7.1,12,13003916
RP11-345P4.6,1,1604714
ABLIM2,4,7967039
MMP23A,1,1631369
TAS2R1,5,9629109
PPP1R18,6,30644166
FAM101A,12,124457788
SGCB,4,52886872
DCBLD2,3,98514785
RPL13AP20,12,13028433
MIR614,12,13068763
GSS,20,33516236
RHOT1,17,30469473
TMED5,1,93615299
KLHL30,2,239047363
CRISPLD2,16,84853590
KLK14,19,51580752
RP11-392P7.6,12,13080660
RP1-283E3.8,1,1634175
RP11-15E18.4,17,58641908
EFCAB6,22,43924624
MYH6,14,23851199
RP1-283E3.4,1,1655951
CTU1,19,51600863
CYP51A1,7,91741465
G3BP1,5,151150606
FAM132B,2,239067623
RP1-140A9.1,1,1822910
POTEI,2,131217028
RP11-547D24.1,1,1944652
PPM1D,17,58677544
RP11-547D24.3,1,1980642
FAM173B,5,10226442
RP5-892K4.1,1,2072523
NUDT9,4,88343734
RP11-181G12.2,1,2113233
SIGLEC9,19,51628165
RP11-181G12.5,1,2143610
CENPP,9,95087766
RP11-181G12.4,1,2143962
RP4-713A8.1,1,2257640
CFC1B,2,131278770
RP4-740C4.6,1,2281853
RP4-740C4.5,1,2283083
RNF128,X,105937024
RP4-740C4.7,1,2294500
RP4-740C4.9,1,2306292
RP4-740C4.8,1,2309056
AL513477.1,1,2316811
RP3-395M20.2,1,2423739
RP3-395M20.3,1,2424876
RP3-395M20.12,1,2477904
SMYD1,2,88367299
SP8,7,20823906
FIS1,7,100882739
RP3-395M20.8,1,2481359
RNF149,2,101887681
SIGLEC7,19,51645556
ILKAP,2,239079042
RP3-395M20.7,1,2497849
KRT8,12,53290977
MYH7B,20,33563206
RP3-395M20.9,1,2512999
PARN,16,14529558
OGN,9,95146249
RP13-436F16.1,1,2564007
RP11-740P5.2,1,2728415
SP4,7,21467652
HSPA8,11,122928197
RP11-740P5.3,1,2730997
ZNF585A,19,37597636
SCAP,3,47455203
NRM,6,30655824
RPL27,17,41150290
LINC00982,1,2976179
RP11-392P7.7,12,13115234
SNORD88,12,13124987
ZFYVE1,14,73436159
RP11-377D9.3,12,13153385
HTR7P1,12,13152812
SPATA18,4,52917497
RP11-377D9.1,12,13174194
ALX4,11,44281994
AL008733.1,1,2978523
RP1-163G9.2,1,3049491
RP11-22L13.1,1,3223200
RP11-168F9.2,1,3403810
MIR551A,1,3477259
OMD,9,95176527
RP11-46F15.2,1,3539754
EIF4G1,3,184032283
SPARCL1,4,88394487
RP5-1092A11.5,1,3575502
RP5-1092A11.2,1,3628764
CACNA1A,19,13317256
TP73-AS1,1,3652548
C17orf62,17,80400465
AC013269.5,2,131296668
RN7SL574P,1,3699379
MICB,HSCHR6_MHC_MCF,31542228
RP1-286D6.5,1,3701572
AL691523.1,1,3800628
ZNF585B,19,37672481
RCN2,15,77223960
LINC01134,1,3816936
AC140481.2,2,131328402
ASPN,9,95218487
RP13-614K11.1,1,4000673
NKAIN2,6,124125286
RP13-614K11.2,1,4007209
RP11-374C13.1,1,4235588
CD82,11,44585977
FRAT1,10,99079022
RP5-1166F10.1,1,4472111
ARID2,12,46123448
CCT5,5,10250033
RP1-37J18.1,1,4611795
C7orf65,7,47694842
RP1-37J18.2,1,4631608
RP11-542C10.1,1,5146519
KIF1B,1,10270863
CR753864.1,HSCHR6_MHC_MCF,31560862
RP1-58B11.1,1,5553038
CFC1,2,131350339
MIR4417,1,5624131
RP11-154H17.1,1,5647428
MCCD1,HSCHR6_MHC_MCF,31572848
AL356693.1,1,5875931
MIR4689,1,5922732
AL356261.1,1,5953899
PRR7,5,176873446
RP1-120G22.11,1,6264900
SIAH2,3,150458914
LINC00337,1,6296300
C19orf25,19,1461142
RP1-202O8.3,1,6453615
MIR4252,1,6489894
RP1-202O8.2,1,6503094
CCDC18,1,93645476
RNU6-731P,1,6600914
GDPD2,X,69642881
FRAT2,10,99092255
RP11-58A11.2,1,6607965
FAM188B2,3,150588832
ZDHHC7,16,85007787
RP11-242F24.1,1,6784697
MARCKSL1,1,32799433
DSPP,4,88529681
snoU13,1,6812779
RP11-312B8.1,1,6843952
HUS1,7,47735328
RP11-312B8.2,1,6894393
TBC1D8B,X,106045910
ECM2,9,95256365
RP11-334N17.1,1,7068436
RNU1-8P,1,7279420
TSSK3,1,32817122
CAMTA1-IT1,1,7429003
DNAH11,7,21582833
SULT4A1,22,44220389
RP11-166N6.3,3,150600784
RP3-453P22.2,1,7442548
RP4-549F15.1,1,7501156
RP11-338N10.1,1,7753184
DMP1,4,88571459
RP11-338N10.2,1,7758363
RNF217,6,125283691
RP11-338N10.3,1,7760764
RP3-467L1.6,1,7836443
LRRD1,7,91741473
RP3-467L1.4,1,7870302
FAM229A,1,32826871
RP5-892F13.2,1,8002432
RP11-422N16.3,8,110656344
Y_RNA,1,8042941
RP11-431K24.1,1,8086798
CTA-215D11.4,1,8117305
CLRN1,3,150643950
RP11-431K24.2,1,8249884
CD33,19,51728320
RNA5SP353,12,13593818
KCNV1,8,110975874
RNU6-590P,12,13612604
ROPN1,3,123687368
RNU1-7P,1,8266494
RP11-4N23.1,12,13679788
RP11-431K24.3,1,8268732
RP5-966M1.6,3,52847298
RP11-431K24.4,1,8278250
AC007535.1,12,13740814
PNOC,8,28174503
ZNF383,19,37708828
RN7SKP162,12,13836476
RN7SL729P,1,8335184
SLC4A3,2,220492049
RP11-72J9.1,12,14322680
RNU6-991P,1,8352217
Y_RNA,1,8388127
RP11-298E10.1,12,14344936
FBXO39,17,6679542
IBSP,4,88720733
RP5-1115A15.1,1,8484705
PCSK4,19,1481427
IPPK,9,95375466
SNORA77,1,8571854
RP5-1115A15.2,1,8572712
EFNA4,1,155036207
PSTPIP1,15,77285700
RPL7P11,1,8810489
RPL7P7,1,8846270
Y_RNA,1,8856633
DNAJC5B,8,66933795
DUSP5,10,112257596
RP4-633I8.3,1,8858534
RIOK1,6,7389729
ERBB4,2,212240446
RP4-633I8.4,1,8865919
STRAP,12,16035325
RP11-185B14.1,1,8891066
ENO1-IT1,1,8935847
ENO1-AS1,1,8938894
TEKT1,17,6692452
SIGLECL1,19,51749603
RNU6-304P,1,8943486
PKD1L1,7,47814250
HMGN2P17,1,8953468
ZNF395,8,28203102
RP3-477M7.5,1,8967452
RP3-477M7.6,1,8969801
RN7SL451P,1,9039637
SCARNA16,1,9142755
MIR34A,1,9211727
RP3-510D11.1,1,9242066
RP3-510D11.2,1,9242263
Z98044.1,1,9338450
RNA5SP40,1,9497728
PRRT4,7,127990379
RP13-392I16.1,1,9561151
DR1,1,93811445
MUSTN1,3,52867130
RP13-15M17.1,1,9636485
RP11-558F24.2,1,9720886
BICD2,9,95473645
AC092291.2,16,14564842
RP11-558F24.4,1,9732484
RN7SL46P,12,14366028
RP11-134N1.2,12,14369524
RP11-558F24.6,1,9840880
TMEM110-MUSTN1,3,52867137
MRPS18CP4,12,14390025
RP11-84A14.5,1,9908376
DBN1,5,176883609
RP11-84A14.4,1,10002981
RN7SKP269,1,10007376
MIR5697,1,10027439
RP11-807G9.2,1,10043199
USP46,4,53457138
AL590639.1,1,10078085
SPCS2,11,74660292
RP11-496H15.2,1,10114503
RABL5,7,100956975
PGAM1P11,1,10118729
EFNA3,1,155036224
MT2A,16,56642111
MED12L,3,150803484
TSPAN18,11,44748015
RNU6-828P,1,10223326
ZNF286A,17,15603006
MIR1273D,1,10287776
